俳句,作者,季語,季節,出典,前書,評言,評者,備考
トンネルの望遠鏡にクリスマス,柏柳明子,クリスマス,冬,第30回現代俳句新人賞「銀河系」,,,,
大寒や打ち返す音の速くなり,柏柳明子,大寒,冬,第30回現代俳句新人賞「銀河系」,,,,
馬肉より闌けし春夜が天井に,金子晉,春の夜,春,花骨集,,,,
老人や鳥を埋めて十日経つ,金子晉,無季,無季,花骨集,,,,
朝戸出の臑を切りたる菖蒲かな,金子晉,白菖,夏,花骨集,,,,
バザールの絹旅人の爪がたつ,金子晉,無季,無季,花骨集,,,,
三日見ずて頬白の死ぬ畳,金子晉,頬白,春,花骨集,,,,
白桃やわが死を待ちて濡縁あり,金子晉,桃,秋,花骨集,,,,
柊や今夢さめて跨ぐ溝,金子晉,柊,春,花骨集,,,,
旅人われあやめや咲きぬ灰の中,金子晉,菖蒲,春,花骨集,,,,
うつつなの二夜や餅の埃せる,金子晉,餅,冬,花骨集,,,,
おととひの轍も蓬立ちにけり,金子晉,蓬,夏,花骨集,,,,
春疾風母者の蓙を持ちあげし,金子晉,春疾風,夏,花骨集,,,,
いちじゆくやプラットホームも夢の端,金子晉,無花果,夏,花骨集,,小さな私鉄の小さな駅。プラットホームの端に無花果が生っている。いつもの駅なのであるが、焦点を合わすでもなく景を眺めているうちに、ああこれは夢の端、夢の続きではないかと思った。この句をそのように読んだ。夢は不思議だ。覚めなければ夢ではない。夢と知ることはないからだ。夢か現か・・・・意識して夢の続きを見ようとする。そして上手く続きを見る。なあんだ、けっこう夢を制御することが出来るじゃないか、と思っても、そのことを含めて夢だよ、ともう一人の私が言うと、ああ夢なんだなと思ってしまう。もう一つ夢の話。夢から覚めて「懐かしい風景」が夢に出てきたと思う。そして以前にも何回かこの風景の夢を見たな、と思う。しかしまてよ、「何回かこの風景の夢を見た」ということも夢の中にすり込まれていたら、「何回か見た」という思いは夢か現か分からなくなるではないか。さてさて通勤の電車を待つ小さな「プラットホーム」も「いちじゆく」も夢でありうる。そう、シェイクスピアの『テンペスト』の台詞、「わたしたちは夢と同じものでできている」を思い出すのである、嗚呼。,大畑等,
どくだみの花へ逃げきて紅潮す,金子晉,十薬,夏,花骨集,,,,
からたちの垣根や鶏の毟られし,金子晉,枸橘,夏,花骨集,,,,
みやこなる橋の手垢や燕子花,金子晉,燕子花,秋,花骨集,,,,
蟬貌をもて夕刻のながきかな,金子晉,蟬,夏,花骨集,,,,
朴の下のひとりの老女すでに嵐,金子晉,朴,秋,花骨集,,,,
秋の墓昼辨当を使ひけり,金子晉,秋,秋,花骨集,,,,
蹲跼や葉蘭に僧のひとり死ぬ,金子晉,蹲跼,冬,花骨集,,,,
鳥骨となるに七日の日和かな,金子晉,無季,無季,花骨集,,,,
煮詰まるこの夢ざれのひじきかな,金子晉,鹿尾菜,春,花骨集,,,,
沈丁の匂ひに馬が二匹ゐる,加藤郁乎,沈丁花,春,微句抄,,,,
朝顏におどろく朝の女かな,加藤郁乎,朝顔,夏,微句抄,,,,
たゞしくは萩にまぎれし萩の径,加藤郁乎,萩,秋,微句抄,,,,
花に花ふれぬ二つの句を考へ,加藤郁乎,花,春,球體感覺,,,,
白鳥は來る！埀直のあんだんて,加藤郁乎,白鳥,冬,球體感覺,吉田一穂師,,,吉田一穂師
蘆刈にいま打つ鐘のいま届く,加藤郁乎,蘆刈,秋,球體感覺,,,,
麥秋の麥とほくあり忘れ川,加藤郁乎,麦秋,夏,球體感覺,,,,
一行のイデエ流るゝものを涸らす,加藤郁乎,無季,無季,球體感覺,,,,
栗の花馬上にのこる決鬪や,加藤郁乎,栗の花,夏,球體感覺,,,,
メタフィジカ麥刈るひがし日を落とし,加藤郁乎,麦刈,夏,球體感覺,,,,
天の川ねむりの四肢の獅子となり,加藤郁乎,天の川,秋,球體感覺,,,,
麥穗なせる第一ヴァイオリンの遅れ,加藤郁乎,麦秋,夏,球體感覺,,,,
≪Que sais-je?≫傾き立てるいたどり,加藤郁乎,虎杖,春,球體感覺,,,,
落丁一機対岸の草の葉,加藤郁乎,無季,無季,えくとぷらすま,,,,
白馬、離（さか）りゆく長調のクヮルテット,加藤郁乎,無季,無季,えくとぷらすま,,,,
此の姿見に一滴の海を走らす,加藤郁乎,無季,無季,えくとぷらすま,,,,
日は歸去來（かへらなむ）日は智慧の樹の望郷,加藤郁乎,無季,無季,えくとぷらすま,,,,
遺書にして艶文、王位継承その他無し,加藤郁乎,無季,無季,えくとぷらすま,,,,
胡桃に棲（と）まるカトウノヴィッチ・イクヤーノフの春,加藤郁乎,春,春,えくとぷらすま,,,,
楡よ、おまえは高い感情のうしろを見せる,加藤郁乎,無季,無季,えくとぷらすま,,,,
牡丹ていっくに蕪村ずること二三片,加藤郁乎,牡丹,夏,牧歌メロン,,,,
初雁やその場に立ちてひらてみき,加藤郁乎,雁,秋,出イクヤ記,,,,
祇や鑒や鷹もとんびも只のとり,加藤郁乎,鷹,冬,出イクヤ記,,,,
天命は詩に老いてけり秋の暮,加藤郁乎,秋の暮,秋,秋の暮,,,,
小火（ぼや）と云ふいはゞ現代俳句かな,加藤郁乎,火事,冬,江戸櫻,,,,
人柄が名所なりけりけふの月,加藤郁乎,月,秋,江戸櫻,,,,
しぐるゝや異端もやがて傳統に,加藤郁乎,時雨,冬,江戸櫻,,,,
あたゝかや白泉居士の新しさ,加藤郁乎,暖か,春,江戸櫻,千江子未亡人より渡辺白泉全句集を惠まる,,,千江子未亡人より渡辺白泉全句集を惠まる
滑稽を推しては敲く晉翁忌,加藤郁乎,晋翁忌,春,江戸櫻,,,,
米こぼす日本および日本人,加藤郁乎,無季,無季,初昔,歳旦,,,歳旦
俳人も小粒になりぬわらび餅,加藤郁乎,蕨餅,春,初昔,,,,
青すだれ批評子なきを批評せよ,加藤郁乎,簾,夏,晩節,,,,
零余子飯母にある日のデカダンス,堀之内長一,零余子飯,秋,「海程」,,,,
冬ぼたんアウシュビッツの冬ぼたん,堀之内長一,冬牡丹,冬,「海程」,,,,
芽柳は漂流民のあおさかな,堀之内長一,芽柳,春,「海程」,,,,
額には直射日光ひきがえる,堀之内長一,蟾蜍,夏,「海程」,,,,
馬覚めて闇から闇へかかる橋,堀之内長一,無季,無季,「海程」,,,,
枯れすすむ縄すでになく朽縄も,堀之内長一,枯る,冬,「海程」,,,,
頬杖の蜜寒林にゆきわたる,堀之内長一,寒林,冬,「海程」,,,,
色鳥よ木々と話すも酔余のこと,堀之内長一,色鳥,秋,「海程」,,,,
白鳥がわが胸を蹴るあさぼらけ,堀之内長一,白鳥,冬,「海程」,,,,
東国の男ばかりがいて啓蟄,堀之内長一,啓蟄,春,「海程」,,,,
突然に砂丘が見える花の昼,堀之内長一,花,春,「海程」,,,,
土に還る土偶を照らす青葉かな,堀之内長一,青葉,夏,「海程」,,,,
ゴッホ眠りゴーギャン揺するハンモック,堀之内長一,ハンモック,夏,「海程」,,,,
小鳥来る草をくわえている老人,堀之内長一,渡り鳥,秋,「海程」,,,,
冬椿葬りのあとの白いおにぎり,堀之内長一,冬椿,冬,「海程」,,,,
白木蓮顔撫でてゆく大きな手,堀之内長一,木蓮,春,「海程」,,,,
蚊帳を出て東京までの草いきれ,堀之内長一,蚊帳,夏,「海程」,,,,
青ぎんなん空気の層のひとつに母,堀之内長一,銀杏,秋,「海程」,,,,
水鳥はすぐ語部のかたわらへ,堀之内長一,水鳥,冬,「海程」,,,,
原形は春蚕のような島でした,堀之内長一,蚕,春,「海程」,,,,
放浪の果て蜂飼いの手を握る,堀之内長一,蜂,春,「海程」,,,,
五月来る大粒の雨牛飼いに,堀之内長一,五月来る,夏,「海程」,,,,
夏木どれも円空仏の影を負う,堀之内長一,夏木,夏,「海程」,,,,
体内被曝牛太らせていただけで,堀之内長一,無季,無季,「海程」,,,,
波郷に焦土われらに青き荒野かな,堀之内長一,夏野,夏,「海程」,,,,
八月逝く象の大群行くごとし,堀之内長一,八月,秋,「海程」,,,,
幸魂の集まる広場秋の田は,堀之内長一,秋の田,秋,「海程」,,,,
茱萸胡桃柘榴炉心に悲はありや,堀之内長一,茱萸,秋,「海程」,,,,
白鳥来私情のつばさ押し広げ,堀之内長一,白鳥,冬,「海程」,,,,
髭三日剃らず漂う初霞,堀之内長一,初霞,新年,「海程」,,,,
薬指ふふっと寒鯉過ぎ行けり,堀之内長一,寒鯉,冬,「海程」,,,,
老練なふらここ乗りのいる山国,堀之内長一,ぶらんこ,春,「海程」,,,,
鶴帰るプルトニウムの火のかなた,堀之内長一,鶴帰る,春,「海程」,,,,
種蒔いて素手の感情よみがえる,堀之内長一,種蒔,春,「海程」,,,,
夜の蟬徐々にざわざわ飛蚊症,堀之内長一,蟬,夏,「海程」,,,,
刈田より株式会社生えてくる,秋谷菊野,刈田,秋,阿Qの空,,,,
蛸壺に父を残して夏の旅,秋谷菊野,夏,夏,阿Qの空,,,,
どこまでも阿Qがゆくや大枯野,秋谷菊野,枯野,冬,阿Qの空,,,,
天文台から春星までは旅である,金子弓湖,春の星,春,瑕疵,,,,
肋一本かくしておいた夏木立,金子弓湖,夏木立,夏,瑕疵,,,,
蛇穴にひとは全力疾走す,金子弓湖,蛇穴に入る,秋,瑕疵,,,,
ガンバロウと叫び蛍になる男,池田倫子,蛍,夏,人生徐行中,,,,
流星の真下の家族かな,池田倫子,流星,秋,人生徐行中,,,,
ぎぎぎぎと牛ノ浜商店類焼す,池田倫子,火事,冬,人生徐行中,,,,
嫁ぎゆく子よはつなつの蝶になれ,野木桃花,初夏,夏,詩を歩く,,,,
鉄骨を四角四角に組む炎暑,野木桃花,暑し,夏,詩を歩く,,,,
星を生む乙字忌の空思郷の空,野木桃花,乙字忌,冬,詩を歩く,,,,
祭壇や／今／滑らかに／／人の貌（かお）,神山姫余,無季,無季,未生怨／死児の森,,,,
この家／／の／縄文海流／鮫　はしる,神山姫余,鮫,冬,未生怨／死児の森,,,,
私へ／と　帰化する／／棘（とげ）の／血の比重,神山姫余,無季,無季,未生怨／死児の森,,,,
かわたれの闇の手触り寒卵,吉田啓郷,寒卵,冬,春蟬抄,,,,
花芒われもけもののぬくみもつ,吉田啓郷,芒,秋,春蟬抄,,,,
あかねさす海鼠の夢の中までも,吉田啓郷,海鼠,冬,春蟬抄,,,,
嚔して思ひ出されてゐる,長谷川はるか,嚔,冬,助走,,,,
蝸牛空へ助走をしてをりぬ,長谷川はるか,蝸牛,夏,助走,,,,
初蝶はとつぜん君のやうに来る,長谷川はるか,蝶,春,助走,,,,
その昔烟でありし青蛙,岡田恵子,雨蛙,夏,黄色い風景,,,,
花の闇揺らして誰の子を産むか,岡田恵子,花,春,黄色い風景,,,,
地に伏せば空溢れ出す爆心地,岡田恵子,無季,無季,黄色い風景,,,,
鞭などいらぬ水平に水平に砂つむ馬,鈴木勁草,無季,無季,風の背中,,鈴木勁草は秋田県出身の根っからの俳人である。終戦間際の旧制中学に入学したときは軍事教練を受け、敗戦後は全く価値観の変わった新制高校の教育を注ぎこまれた上、長引く戦後不況の真っただ中へ放り出されてしまう。その後上京することになるのだが、昭和２０年代の後半は地元秋田での厳しい労働環境を経験している。鉄かつぎし重みが昼寝さめし後も雁啼くや手の温みあるシャベルの柄汽車通す除雪人夫ら棒立ちに崖にどんづまる夜業の灯の厚み夕ざくら土工吃って酔うはよし勁草俳句に通底する弱者への温かい眼差しは、この時期に体験した手足の感覚が、生涯を通して身に沁みついているのであろう。当時の物資の運搬手段は、その頃出始めたオート三輪と呼ばれた自動車のほか、人力で引く車か馬力即ち馬に牽かせる橇や荷車が主だったようだ。木と鉄で出来ている車輪は摩擦が大きく、動き出す瞬間の力は並みではない。１４，５歳から俳句を作り始め、「べんがら」の村山古郷に師事した。古今の俳書を読み漁り、高校の文芸部ではその博識は一頭地を抜く存在であったという。現場に身を置き、つねに低い目線から物を見る俳句作りの基盤をすでにこの時期から強固にしている。作品から作者の伝えようとするイメージがストレートに伝わってくる俳句が少なくなった現在、折にふれて鈴木勁草を読み返すと、現代俳句のもやもやがすっとする。(つづく),永井潮,
蠅に蠅がまつわる明るさ休暇とろう,鈴木勁草,蠅,夏,風の背中,,昭和30年代の初め、秋田から上京した鈴木勁草は、フリーターを経験した後難関を突破してようやくＮＨＫに職を得る。ここでも日々俳句を語ることは怠らず、池袋の自宅木造アパートに、大道具係や効果部に働く若者たちを集めてはたびたび句会を開いた。一方で「季節」の金尾梅の門に師事。大須賀乙字の流れをくむ北陸出身の抒情派俳人に愛された勁草は、新人賞、主宰賞、結社賞を次々に受賞するのだが、その作品表現は激しく、静かで美しい言葉遣いが主流の結社内では異質な存在であった。川に蒲団投げこまれ蒲団突っ立ちぬよく焼けし母を箸たててつかむ黄を塗ったくる花菜がどんどん燃える露の虫らいっせいに崖噛みちぎる凶作田泥をひきずりまわして刈る灼けつきて目玉が前へ前へゆく首ッ吊りなくて大冬木かなしからむそんな雰囲気にあき足らず、昭和47年に自らが中心となって仲間数人と同人誌「礁」を立ち上げる。平成12年に勁草が病に倒れるまで28年余りこれを続けていくのだが、思い通り俳壇に楔を打ち込むためには、この集団の力はあまりにもひ弱だった。当時、蚤や虱などの昆虫はさすがに姿を消していたが、蠅や蚊はまだ大手を振っていて、鮮魚店などでは天井から蠅取りリボンを何本も吊るし、柄の長い団扇を使って蠅を追い払っていた。ようやくに得たわずかな安堵感は、飛び回っている蠅たちさえも仲間にしてしまうのである。,永井潮,
